66
0 -1050.000000 250.000000 50.000000 50.000000 0 0 0 100.000000 1.500000
0 -1000.000000 250.000000 50.000000 50.000000 0 0 0 100.000000 1.500000
0 -950.000000 250.000000 50.000000 50.000000 0 0 0 100.000000 1.500000
0 -900.000000 250.000000 50.000000 50.000000 0 0 0 100.000000 1.500000
0 -850.000000 250.000000 50.000000 50.000000 0 0 0 100.000000 1.500000
0 -800.000000 250.000000 50.000000 50.000000 0 0 0 100.000000 1.500000
0 -700.000000 175.000000 50.000000 25.000000 0 0 0 100.000000 1.500000
11 -525.000000 150.000000 25.000000 25.000000 0 0 1 -200.000000 1.500000
11 -625.000000 150.000000 25.000000 25.000000 0 0 1 -200.000000 1.500000
0 -700.000000 25.000000 50.000000 50.000000 0 0 0 100.000000 1.500000
0 -600.000000 25.000000 50.000000 50.000000 0 0 0 100.000000 1.500000
0 -450.000000 175.000000 50.000000 25.000000 0 0 0 100.000000 1.500000
0 -400.000000 175.000000 50.000000 25.000000 0 0 0 100.000000 1.500000
0 -350.000000 175.000000 50.000000 25.000000 0 0 0 100.000000 1.500000
2 -950.000000 200.000000 50.000000 50.000000 0 0 0 100.000000 1.500000
0 -300.000000 250.000000 50.000000 50.000000 0 0 0 100.000000 1.500000
0 -300.000000 200.000000 50.000000 50.000000 0 0 0 100.000000 1.500000
0 -300.000000 150.000000 50.000000 50.000000 0 0 0 100.000000 1.500000
0 -300.000000 100.000000 50.000000 50.000000 0 0 0 100.000000 1.500000
0 -300.000000 50.000000 50.000000 50.000000 0 0 0 100.000000 1.500000
0 -300.000000 0.000000 50.000000 50.000000 0 0 0 100.000000 1.500000
0 -300.000000 -50.000000 50.000000 50.000000 0 0 0 100.000000 1.500000
0 -300.000000 -100.000000 50.000000 50.000000 0 0 0 100.000000 1.500000
0 -350.000000 -100.000000 50.000000 50.000000 0 0 0 100.000000 1.500000
0 -400.000000 -100.000000 50.000000 50.000000 0 0 0 100.000000 1.500000
0 -450.000000 -100.000000 50.000000 50.000000 0 0 0 100.000000 1.500000
0 -500.000000 -100.000000 50.000000 50.000000 0 0 0 100.000000 1.500000
0 -550.000000 -100.000000 50.000000 50.000000 0 0 0 100.000000 1.500000
0 -600.000000 -100.000000 50.000000 50.000000 0 0 0 100.000000 1.500000
0 -650.000000 -100.000000 50.000000 50.000000 0 0 0 100.000000 1.500000
0 -700.000000 -100.000000 50.000000 50.000000 0 0 0 100.000000 1.500000
0 -750.000000 -100.000000 50.000000 50.000000 0 0 0 100.000000 1.500000
0 -800.000000 -100.000000 50.000000 50.000000 0 0 0 100.000000 1.500000
0 -850.000000 -100.000000 50.000000 50.000000 0 0 0 100.000000 1.500000
0 -900.000000 -100.000000 50.000000 50.000000 0 0 0 100.000000 1.500000
0 -950.000000 -100.000000 50.000000 50.000000 0 0 0 100.000000 1.500000
0 -1000.000000 -100.000000 50.000000 50.000000 0 0 0 100.000000 1.500000
